YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2015,2015,GU,Guam,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,11.8,11.8,,,8.8,15.7,Gender,Female,,,,,"(13.444304, 144.793731)",,66,DIA,DIA2_1,CRDPREV,GENDER,GENF,,,,
2015,2015,MN,Minnesota,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,8,8,,,7.4,8.7,Gender,Male,,,,,"(46.355648736, -94.794200503)",,27,DIA,DIA2_1,CRDPREV,GENDER,GENM,,,,
2015,2015,ID,Idaho,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(43.682630005, -114.363730042)",,16,DIA,DIA12_1,CRDPREV,RACE,BLK,,,,
2015,2015,NJ,New Jersey,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,73.1,73.1,,,62.6,81.5,Race/Ethnicity,"Black, non-Hispanic",,,,,"(40.130570048, -74.273691288)",,34,DIA,DIA11_2,CRDPREV,RACE,BLK,,,,
2015,2015,NM,New Mexico,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(34.520880952, -106.240580985)",,35,DIA,DIA6_0,CRDPREV,RACE,BLK,,,,
2015,2015,ME,Maine,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,71.4,71.4,,,66.2,76.2,Overall,Overall,,,,,"(45.254228894001, -68.985031336)",,23,DIA,DIA12_2,CRDPREV,OVERALL,OVR,,,,
2015,2015,OK,Oklahoma,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,78.6,78.6,,,72.8,83.4,Race/Ethnicity,"White, non-Hispanic",,,,,"(35.472031356, -97.521070214)",,40,DIA,DIA6_0,CRDPREV,RACE,WHT,,,,
2015,2015,AK,Alaska,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.3,9.3,,,5.1,16.3,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(64.845079957001, -147.722059036)",,2,DIA,DIA2_1,AGEADJPREV,RACE,MRC,,,,
2015,2015,LA,Louisiana,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(31.312660644, -92.445680071)",,22,DIA,DIA13_2,CRDPREV,RACE,HIS,,,,
2015,2015,NY,New York,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,73.7,73.7,,,69,77.9,Overall,Overall,,,,,"(42.827001032, -75.543970427)",,36,DIA,DIA7_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,KS,Kansas,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,9,9,,,7.5,10.7,Race/Ethnicity,Hispanic,,,,,"(38.3477403, -98.200781227)",,20,DIA,DIA2_1,CRDPREV,RACE,HIS,,,,
2015,2015,RI,Rhode Island,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,48.4,48.4,,,40.7,56.2,Gender,Female,,,,,"(41.708280193, -71.522470314)",,44,DIA,DIA11_3,AGEADJPREV,GENDER,GENF,,,,
2015,2015,WY,Wyoming,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,70.5,70.5,,,56.7,81.3,Race/Ethnicity,"White, non-Hispanic",,,,,"(43.235541343, -108.109830353)",,56,DIA,DIA6_0,AGEADJPREV,RACE,WHT,,,,
2015,2015,PA,Pennsylvania,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(40.793730152, -77.860700294)",,42,DIA,DIA2_1,CRDPREV,RACE,MRC,,,,
2015,2015,IL,Illinois,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Crude Prevalence,42.5,42.5,,,27.8,58.7,Race/Ethnicity,Hispanic,,,,,"(40.485010283, -88.997710178)",,17,DIA,DIA10_0,CRDPREV,RACE,HIS,,,,
2015,2015,WV,West Virginia,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,64.1,64.1,,,58.8,69,Gender,Male,,,,,"(38.665510202, -80.712640135)",,54,DIA,DIA11_1,CRDPREV,GENDER,GENM,,,,
2015,2015,MT,Montana,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(47.066528972, -109.424420645)",,30,DIA,DIA12_2,AGEADJPREV,RACE,BLK,,,,
2015,2015,IL,Illinois,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,84.7,84.7,,,74.9,91.1,Race/Ethnicity,"Black, non-Hispanic",,,,,"(40.485010283, -88.997710178)",,17,DIA,DIA11_2,CRDPREV,RACE,BLK,,,,
2015,2015,AR,Arkansas,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,79.1,79.1,,,59.6,90.6,Gender,Male,,,,,"(34.748650124, -92.274490743)",,5,DIA,DIA11_2,AGEADJPREV,GENDER,GENM,,,,
2015,2015,NE,Nebraska,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,56,56,,,48.2,63.5,Gender,Male,,,,,"(41.641040988001, -99.365720623)",,31,DIA,DIA12_1,CRDPREV,GENDER,GENM,,,,
2015,2015,WA,Washington,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,54,54,,,42.2,65.4,Race/Ethnicity,Hispanic,,,,,"(47.522278629, -120.47001079)",,53,DIA,DIA7_0,AGEADJPREV,RACE,HIS,,,,
2015,2015,DC,District of Columbia,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(38.907192, -77.036871)",,11,DIA,DIA5_0,AGEADJPREV,RACE,MRC,,,,
2015,2015,PA,Pennsylvania,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,55.9,55.9,,,44.4,66.7,Gender,Female,,,,,"(40.793730152, -77.860700294)",,42,DIA,DIA13_1,CRDPREV,GENDER,GENF,,,,
2015,2015,AK,Alaska,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Gender,Male,,,,,"(64.845079957001, -147.722059036)",,2,DIA,DIA6_0,AGEADJPREV,GENDER,GENM,,,,
2015,2015,FL,Florida,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,13.2,13.2,,,10.7,16.2,Race/Ethnicity,"Black, non-Hispanic",,,,,"(28.932040377, -81.928960539)",,12,DIA,DIA2_1,CRDPREV,RACE,BLK,,,,
2015,2015,SC,South Carolina,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(33.998821303, -81.045371207)",,45,DIA,DIA5_0,AGEADJPREV,RACE,OTH,,,,
2015,2015,MT,Montana,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,67,67,,,54.7,77.4,Gender,Male,,,,,"(47.066528972, -109.424420645)",,30,DIA,DIA12_2,AGEADJPREV,GENDER,GENM,,,,
2015,2015,OR,Oregon,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,56.7,56.7,,,48.2,64.9,Race/Ethnicity,"White, non-Hispanic",,,,,"(44.567449424, -120.155031326)",,41,DIA,DIA13_1,CRDPREV,RACE,WHT,,,,
2015,2015,UT,Utah,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(39.360700171, -111.587130635)",,49,DIA,DIA7_0,CRDPREV,RACE,HIS,,,,
2015,2015,LA,Louisiana,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,42.1,42.1,,,31.7,53.2,Race/Ethnicity,"Black, non-Hispanic",,,,,"(31.312660644, -92.445680071)",,22,DIA,DIA13_1,CRDPREV,RACE,BLK,,,,
2015,2015,AR,Arkansas,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(34.748650124, -92.274490743)",,5,DIA,DIA7_0,CRDPREV,RACE,MRC,,,,
2015,2015,NV,Nevada,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,6.8,6.8,,,4.5,10.2,Race/Ethnicity,Hispanic,,,,,"(39.49324039, -117.071840564)",,32,DIA,DIA2_1,CRDPREV,RACE,HIS,,,,
2015,2015,FL,Florida,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(28.932040377, -81.928960539)",,12,DIA,DIA12_1,CRDPREV,RACE,MRC,,,,
2015,2015,US,United States,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,59.7,59.7,***,US Median based on the number of participating states and/or excluding states with sample size below 50 or relative standard error above 30%,56.6,65.7,Gender,Male,,,,,,,59,DIA,DIA7_0,AGEADJPREV,GENDER,GENM,,,,
2015,2015,AK,Alaska,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Gender,Male,,,,,"(64.845079957001, -147.722059036)",,2,DIA,DIA7_0,AGEADJPREV,GENDER,GENM,,,,
2015,2015,WY,Wyoming,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,63.2,63.2,,,55.2,70.5,Gender,Male,,,,,"(43.235541343, -108.109830353)",,56,DIA,DIA11_1,CRDPREV,GENDER,GENM,,,,
2015,2015,OH,Ohio,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(40.060210141, -82.404260056)",,39,DIA,DIA10_0,CRDPREV,RACE,OTH,,,,
2015,2015,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(18.220833, -66.590149)",,72,DIA,DIA2_1,CRDPREV,RACE,OTH,,,,
2015,2015,MI,Michigan,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(44.661319543001, -84.71439027)",,26,DIA,DIA13_1,AGEADJPREV,RACE,HIS,,,,
2015,2015,TX,Texas,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Crude Prevalence,44.3,44.3,,,34.6,54.5,Race/Ethnicity,Hispanic,,,,,"(31.827240407, -99.426770206)",,48,DIA,DIA10_0,CRDPREV,RACE,HIS,,,,
2015,2015,CO,Colorado,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(38.843840757, -106.133610921)",,8,DIA,DIA5_0,AGEADJPREV,RACE,MRC,,,,
2015,2015,AZ,Arizona,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,33.6,33.6,,,23.3,45.8,Race/Ethnicity,Hispanic,,,,,"(34.86597028, -111.763811277)",,4,DIA,DIA13_1,CRDPREV,RACE,HIS,,,,
2015,2015,SC,South Carolina,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(33.998821303, -81.045371207)",,45,DIA,DIA12_2,AGEADJPREV,RACE,MRC,,,,
2015,2015,PA,Pennsylvania,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,61.1,61.1,,,52,69.5,Race/Ethnicity,"White, non-Hispanic",,,,,"(40.793730152, -77.860700294)",,42,DIA,DIA12_1,AGEADJPREV,RACE,WHT,,,,
2015,2015,WA,Washington,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,65.3,65.3,,,60.9,69.5,Gender,Female,,,,,"(47.522278629, -120.47001079)",,53,DIA,DIA11_1,CRDPREV,GENDER,GENF,,,,
2015,2015,MS,Mississippi,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,22.7,22.7,,,18.4,27.7,Race/Ethnicity,"White, non-Hispanic",,,,,"(32.745510099, -89.538030825)",,28,DIA,DIA13_1,AGEADJPREV,RACE,WHT,,,,
2015,2015,VA,Virginia,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(37.542680674, -78.457890463)",,51,DIA,DIA7_0,AGEADJPREV,RACE,OTH,,,,
2015,2015,KY,Kentucky,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,78.7,78.7,,,60.7,89.8,Race/Ethnicity,"Black, non-Hispanic",,,,,"(37.645970271, -84.774971048)",,21,DIA,DIA13_2,CRDPREV,RACE,BLK,,,,
2015,2015,IA,Iowa,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(42.469400913, -93.816490556)",,19,DIA,DIA11_2,AGEADJPREV,RACE,OTH,,,,
2015,2015,MS,Mississippi,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,"(32.745510099, -89.538030825)",,28,DIA,DIA6_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,MT,Montana,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,77.5,77.5,,,60.9,88.3,Gender,Female,,,,,"(47.066528972, -109.424420645)",,30,DIA,DIA6_0,AGEADJPREV,GENDER,GENF,,,,
2015,2015,PR,Puerto Rico,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Gender,Female,,,,,"(18.220833, -66.590149)",,72,DIA,DIA5_0,AGEADJPREV,GENDER,GENF,,,,
2015,2015,DC,District of Columbia,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(38.907192, -77.036871)",,11,DIA,DIA11_2,AGEADJPREV,RACE,MRC,,,,
2015,2015,VI,Virgin Islands,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,-,No data available,,,Gender,Male,,,,,"(18.335765, -64.896335)",,78,DIA,DIA11_3,CRDPREV,GENDER,GENM,,,,
2015,2015,TN,Tennessee,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(35.68094058, -85.774490914)",,47,DIA,DIA13_2,AGEADJPREV,RACE,MRC,,,,
2015,2015,WA,Washington,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,70.7,70.7,,,61.9,78.2,Gender,Female,,,,,"(47.522278629, -120.47001079)",,53,DIA,DIA5_0,AGEADJPREV,GENDER,GENF,,,,
2015,2015,MN,Minnesota,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,69.7,69.7,,,64.2,74.6,Gender,Male,,,,,"(46.355648736, -94.794200503)",,27,DIA,DIA12_2,AGEADJPREV,GENDER,GENM,,,,
2015,2015,CO,Colorado,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,37.3,37.3,,,26.6,49.4,Race/Ethnicity,"White, non-Hispanic",,,,,"(38.843840757, -106.133610921)",,8,DIA,DIA11_3,AGEADJPREV,RACE,WHT,,,,
2015,2015,MI,Michigan,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,64.1,64.1,,,58.9,69.1,Overall,Overall,,,,,"(44.661319543001, -84.71439027)",,26,DIA,DIA12_2,CRDPREV,OVERALL,OVR,,,,
2015,2015,MN,Minnesota,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,55.8,55.8,,,50.9,60.5,Overall,Overall,,,,,"(46.355648736, -94.794200503)",,27,DIA,DIA12_1,CRDPREV,OVERALL,OVR,,,,
2015,2015,CT,Connecticut,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,69.5,69.5,,,58.2,78.8,Race/Ethnicity,"Black, non-Hispanic",,,,,"(41.56266102, -72.649840952)",,9,DIA,DIA11_1,CRDPREV,RACE,BLK,,,,
2015,2015,AR,Arkansas,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,58.1,58.1,,,48.3,67.3,Gender,Female,,,,,"(34.748650124, -92.274490743)",,5,DIA,DIA12_2,AGEADJPREV,GENDER,GENF,,,,
2015,2015,CA,California,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(37.638640123, -120.999999538)",,6,DIA,DIA11_2,CRDPREV,RACE,MRC,,,,
2015,2015,UT,Utah,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,72.6,72.6,,,63.1,80.4,Overall,Overall,,,,,"(39.360700171, -111.587130635)",,49,DIA,DIA5_0,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,MS,Mississippi,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,48,48,,,40.7,55.5,Gender,Female,,,,,"(32.745510099, -89.538030825)",,28,DIA,DIA12_1,CRDPREV,GENDER,GENF,,,,
2015,2015,WV,West Virginia,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(38.665510202, -80.712640135)",,54,DIA,DIA12_1,CRDPREV,RACE,OTH,,,,
2015,2015,NJ,New Jersey,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,9.9,9.9,,,8.7,11.2,Gender,Male,,,,,"(40.130570048, -74.273691288)",,34,DIA,DIA2_1,CRDPREV,GENDER,GENM,,,,
2015,2015,NY,New York,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,28.2,28.2,,,21,36.8,Overall,Overall,,,,,"(42.827001032, -75.543970427)",,36,DIA,DIA11_3,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,OH,Ohio,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(40.060210141, -82.404260056)",,39,DIA,DIA12_2,AGEADJPREV,RACE,MRC,,,,
2015,2015,OK,Oklahoma,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(35.472031356, -97.521070214)",,40,DIA,DIA12_1,AGEADJPREV,RACE,BLK,,,,
